14:12:53,-73
14:13:03,-75
14:13:08,-75
14:13:18,-74
14:13:23,-74
14:13:33,-75
14:13:38,-73
14:13:48,-75
14:13:53,-73
14:14:04,-75
14:14:09,-76
14:14:19,-73
14:14:24,-74
14:14:34,-73
14:14:39,-74
14:14:49,-74
14:14:54,-73
14:15:05,-75
14:15:10,-74
14:15:20,-75
14:15:25,-75
14:15:35,-72
14:15:40,-72
14:15:50,-73
14:15:55,-73
14:16:06,-74
14:16:11,-73
14:16:21,-74
14:16:26,-74
14:16:36,-74
14:16:41,-75
14:16:51,-72
14:16:56,-74
14:17:07,-75
14:17:12,-73
14:17:22,-72
14:17:27,-75
14:17:37,-73
14:17:42,-74
14:17:52,-73
14:17:57,-75
14:18:07,-74
14:18:12,-73
14:18:23,-75
14:18:28,-75
14:18:38,-74
14:18:43,-73
14:18:53,-74
14:18:58,-71
14:19:08,-74
14:19:13,-74
14:23:58,-73
14:24:03,-72
14:24:13,-72
14:24:18,-72
14:24:28,-74
14:24:43,-73
14:24:53,-73
14:24:58,-72
14:25:08,-75
14:25:13,-73
14:25:24,-73
14:25:29,-73
14:25:39,-73
14:25:44,-74
14:25:54,-74
14:25:59,-74
14:26:09,-73
14:26:14,-72
14:26:24,-72
14:26:30,-74
14:26:40,-74
14:26:45,-75
14:26:55,-75
14:27:00,-74
14:27:11,-74
14:27:16,-73
14:27:26,-75
14:27:31,-78
14:27:41,-75
14:27:46,-74
14:27:56,-74
14:28:01,-75
14:28:11,-73
14:28:16,-77
14:28:27,-73
14:28:32,-72
14:28:42,-72
14:28:47,-72
14:28:57,-71
14:29:02,-73
14:29:12,-73
14:29:17,-73
14:29:28,-73
14:29:33,-73
14:29:43,-75
14:29:48,-74
14:29:58,-73
14:30:03,-73
14:30:13,-72
14:30:18,-72
14:30:29,-72
14:30:34,-73
14:30:44,-73
14:30:49,-74
14:30:59,-74
14:31:04,-72
14:31:14,-74
14:31:19,-74
14:31:30,-74
14:31:35,-73
14:31:45,-73
14:31:50,-73
14:32:00,-72
14:32:05,-72
14:32:15,-71
14:32:20,-73
14:32:30,-73
14:32:35,-73
14:32:46,-72
14:32:51,-72
14:33:01,-73
14:33:06,-72
14:33:16,-72
14:33:21,-73
14:33:31,-73
14:33:36,-74
14:33:47,-73
14:33:52,-73
14:34:02,-72
14:34:07,-72
14:34:17,-72
14:34:22,-73
14:34:32,-73
14:34:37,-72
14:34:48,-74
14:34:53,-74
14:35:03,-74
14:35:08,-73
14:35:18,-72
14:35:23,-72
14:35:33,-72
14:35:39,-72
14:35:49,-73
14:35:54,-73
14:36:04,-72
14:36:09,-73
14:36:20,-72
14:36:25,-72
14:36:35,-73
14:36:40,-73
14:36:50,-74
14:36:55,-72
14:37:05,-74
14:37:10,-73
14:37:20,-73
14:37:25,-72
14:37:36,-71
14:37:41,-73
14:37:51,-73
14:37:56,-73
14:38:06,-73
14:38:11,-73
14:38:21,-72
14:38:26,-72
14:38:36,-73
14:38:41,-74
14:38:52,-73
14:38:57,-73
14:39:07,-73
14:39:12,-74
14:39:22,-72
14:39:27,-72
14:39:37,-73
14:39:43,-72
14:39:53,-72
14:39:58,-72
14:40:08,-72
14:40:13,-73
14:40:23,-73
14:40:28,-72
14:40:38,-73
14:40:44,-72
14:40:54,-72
14:40:59,-74
14:41:09,-72
14:41:14,-73
14:41:24,-73
14:41:29,-73
14:41:39,-74
14:41:44,-73
14:41:55,-72
14:42:00,-73
14:42:10,-74
14:42:15,-71
14:42:25,-72
14:42:30,-71
14:42:40,-73
14:42:45,-74
14:42:55,-72
14:43:00,-74
14:43:11,-73
14:43:16,-73
14:43:26,-74
14:43:31,-72
14:43:41,-72
14:43:46,-72
14:43:56,-73
14:44:02,-74
14:44:12,-71
14:44:17,-74
14:44:27,-72
14:44:32,-73
14:44:42,-72
14:44:47,-72
14:44:58,-74
14:45:03,-73
14:57:25,-73
14:57:38,-73
14:58:02,-72
14:58:07,-73
14:58:23,-72
14:58:28,-72
14:58:45,-73
14:58:50,-73
14:59:13,-72
14:59:44,-71
14:59:55,-72
15:00:00,-73
15:00:16,-72
15:00:24,-72
15:00:49,-73
15:00:54,-72
15:01:04,-73
15:01:09,-72
15:01:37,-70
15:01:42,-71
15:01:59,-72
15:02:12,-72
15:02:42,-73
15:02:55,-72
15:04:13,-72
15:04:26,-71
15:04:36,-72
15:04:41,-71
15:04:51,-71
15:05:11,-72
15:05:28,-72
15:05:33,-74
15:05:43,-71
15:05:48,-73
15:05:58,-73
15:06:03,-73
15:06:14,-72
15:06:19,-72
15:06:29,-71
15:06:34,-71
15:06:44,-71
15:06:57,-72
15:07:07,-73
15:07:12,-73
15:07:22,-71
15:07:27,-72
15:07:37,-72
15:07:42,-70
15:08:03,-71
15:08:31,-71
15:08:41,-60
15:08:46,-60
15:08:56,-61
15:09:02,-60
15:09:12,-60
15:09:17,-60
15:09:27,-60
15:09:32,-61
15:09:42,-60
15:09:47,-61
15:09:58,-60
15:10:03,-61
15:10:13,-60
15:10:18,-61
15:10:28,-60
15:10:33,-60
15:10:43,-60
15:10:48,-59
15:10:58,-61
15:11:03,-61
15:11:13,-61
15:11:19,-59
15:11:29,-60
15:11:34,-60
15:11:44,-61
15:11:49,-61
15:11:59,-61
15:12:04,-61
15:12:14,-60
15:12:19,-60
15:12:30,-61
15:12:35,-61
15:12:45,-61
15:12:50,-61
15:13:00,-61
15:13:05,-61
15:13:16,-61
15:13:21,-61
15:13:31,-60
15:13:36,-60
15:13:46,-61
15:13:51,-61
15:14:01,-61
15:14:06,-62
15:14:17,-61
15:14:22,-61
15:14:32,-61
15:14:37,-60
15:14:47,-60
15:14:52,-61
15:15:03,-61
15:15:08,-60
15:15:18,-60
15:15:23,-60
15:15:33,-61
15:15:38,-61
15:15:48,-62
15:15:53,-61
15:16:03,-60
15:16:08,-60
15:16:19,-61
15:16:24,-61
15:16:34,-61
15:16:39,-61
15:16:49,-60
15:16:54,-61
15:17:04,-60
15:17:09,-61
15:17:20,-61
15:17:25,-61
15:17:35,-61
15:17:40,-61
15:17:50,-61
15:17:55,-61
15:18:05,-60
15:18:10,-61
15:18:21,-60
15:18:26,-59
15:18:36,-60
15:18:41,-59
15:18:51,-61
15:18:56,-60
15:19:07,-60
15:19:12,-61
15:19:22,-60
15:19:27,-60
